name,file_extension,CREATION_DATETIME,file_size,width,height,format,aspect_ratio,exif_data,category_name
DavidDelarue-Cinéma en plein air3,jpg,2019-07-17 14:06:11,336671,1920,1280,JPEG,1.5,"{'ResolutionUnit': 2, 'ExifOffset': 11296, 'YResolution': 300.0, 'Orientation': 1, 'Copyright': 'Tous droits reserves', 'XResolution': 300.0, 'Artist': 'David DELARUE', 'ExifVersion': b'0221'}",Espaces Pubs
Journal Travaux 34,jpg,2023-02-20 09:32:58,340534,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
FA-Summerise-WEB-2069,jpg,2019-07-17 14:06:11,378082,1920,1280,JPEG,1.5,"{'ResolutionUnit': 2, 'ExifOffset': 112, 'Copyright': 'fredericayroulet.com', 'XResolution': 240.0, 'YResolution': 240.0, 'ExifVersion': b'0230', 'ColorSpace': 1}",Espaces Pubs
FA-14JUIL18SAUMUR-HD-1589,jpg,2019-07-17 14:06:11,404323,1920,1280,JPEG,1.5,"{'ResolutionUnit': 2, 'ExifOffset': 112, 'Copyright': 'fredericayroulet.com', 'XResolution': 300.0, 'YResolution': 300.0, 'ExifVersion': b'0230', 'ColorSpace': 1}",Espaces Pubs
Web-Alex-F4-8414,jpg,2019-07-17 14:06:12,567531,1920,1280,JPEG,1.5,"{'ResolutionUnit': 2, 'ExifOffset': 132, 'Copyright': 'Tous droits reserves\nAlexandre HELLEBUYCK', 'XResolution': 240.0, 'YResolution': 240.0, 'ExifVersion': b'0230', 'ColorSpace': 1}",Espaces Pubs
24072018-VDH_7038_web,jpg,2019-07-17 14:07:45,749666,1920,1271,JPEG,1.5106215578284816,"{'ResolutionUnit': 2, 'ExifOffset': 150, 'YResolution': 300.0, 'Copyright': 'Vincent DHETINE - Collectif F/4', 'XResolution': 300.0, 'Artist': 'Vincent DHETINE', 'ExifVersion': b'0230', 'ColorSpace': 1}",Espaces Pubs
Journal Travaux 37,jpg,2023-02-20 10:49:36,308627,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 39,jpg,2023-02-20 10:50:00,433167,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 31,jpg,2023-02-20 10:50:14,416279,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 32,jpg,2023-02-20 10:51:14,416510,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 38,jpg,2023-02-20 10:52:34,424363,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 33,jpg,2023-02-20 10:48:41,397787,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 35,jpg,2023-02-20 10:49:10,352750,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 35,jpg,2023-02-20 10:49:14,352750,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 36,jpg,2023-02-20 10:49:26,374255,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 39,jpg,2023-03-21 11:51:53,433167,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 37,jpg,2023-03-21 11:52:08,308627,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Clubs_PE,jpg,2023-03-21 14:30:57,211634,1920,1080,JPEG,1.7777777777777777,"{'ResolutionUnit': 2, 'ExifOffset': 90, 'Orientation': 1, 'XResolution': 72.0, 'YResolution': 72.0, 'ColorSpace': 1, 'ExifImageWidth': 1600, 'ExifImageHeight': 900}",Espaces Pubs
Journal Travaux 36,jpg,2023-03-21 11:52:32,374255,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 35,jpg,2023-03-21 11:52:47,352750,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 31,jpg,2023-03-21 11:49:47,416279,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 33,jpg,2023-03-21 11:53:00,397787,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 32,jpg,2023-03-21 11:50:07,416510,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 31,jpg,2023-03-21 11:50:24,416279,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Journal Travaux 38,jpg,2023-03-21 11:51:11,424363,1920,1377,JPEG,1.3943355119825709,,Espaces Pubs
Infos Jeunes,jpg,2023-03-21 14:33:05,257420,1920,1080,JPEG,1.7777777777777777,,Espaces Pubs
Cafédeparents,jpg,2023-03-24 11:20:08,528278,1920,1357,JPEG,1.414885777450258,"{'ImageWidth': 3508, 'ImageLength': 2480, 'BitsPerSample': (8, 8, 8), 'PhotometricInterpretation': 2, 'ResolutionUnit': 2, 'ExifOffset': 236, 'Software': 'Adobe Photoshop 24.2 (Macintosh)', 'Orientation': 1, 'DateTime': '2023:03:24 11:39:51', 'SamplesPerPixel': 3, 'XResolution': 300.0, 'YResolution': 300.0, 'ExifVersion': b'0231', 'ColorSpace': 1, 'ExifImageWidth': 1772, 'ExifImageHeight': 1252}",Espaces Pubs
Clubs_PE,jpg,2023-03-24 15:09:11,211634,1920,1080,JPEG,1.7777777777777777,"{'ResolutionUnit': 2, 'ExifOffset': 90, 'Orientation': 1, 'XResolution': 72.0, 'YResolution': 72.0, 'ColorSpace': 1, 'ExifImageWidth': 1600, 'ExifImageHeight': 900}",Espaces Pubs
Cafédeparents,jpg,2023-03-24 15:09:24,528278,1920,1357,JPEG,1.414885777450258,"{'ImageWidth': 3508, 'ImageLength': 2480, 'BitsPerSample': (8, 8, 8), 'PhotometricInterpretation': 2, 'ResolutionUnit': 2, 'ExifOffset': 236, 'Software': 'Adobe Photoshop 24.2 (Macintosh)', 'Orientation': 1, 'DateTime': '2023:03:24 11:39:51', 'SamplesPerPixel': 3, 'XResolution': 300.0, 'YResolution': 300.0, 'ExifVersion': b'0231', 'ColorSpace': 1, 'ExifImageWidth': 1772, 'ExifImageHeight': 1252}",Espaces Pubs
Infos Jeunes,jpg,2023-03-24 15:09:40,257420,1920,1080,JPEG,1.7777777777777777,,Espaces Pubs
Cafédeparents,jpg,2023-03-24 15:18:05,528278,1920,1357,JPEG,1.414885777450258,"{'ImageWidth': 3508, 'ImageLength': 2480, 'BitsPerSample': (8, 8, 8), 'PhotometricInterpretation': 2, 'ResolutionUnit': 2, 'ExifOffset': 236, 'Software': 'Adobe Photoshop 24.2 (Macintosh)', 'Orientation': 1, 'DateTime': '2023:03:24 11:39:51', 'SamplesPerPixel': 3, 'XResolution': 300.0, 'YResolution': 300.0, 'ExifVersion': b'0231', 'ColorSpace': 1, 'ExifImageWidth': 1772, 'ExifImageHeight': 1252}",Espaces Pubs
Clubs_PE,jpg,2023-03-24 15:18:19,211634,1920,1080,JPEG,1.7777777777777777,"{'ResolutionUnit': 2, 'ExifOffset': 90, 'Orientation': 1, 'XResolution': 72.0, 'YResolution': 72.0, 'ColorSpace': 1, 'ExifImageWidth': 1600, 'ExifImageHeight': 900}",Espaces Pubs
programme recto,jpg,2023-04-14 10:07:01,328531,1920,1483,JPEG,1.294672960215779,"{'ResolutionUnit': 2, 'ExifOffset': 102, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 182.0, 'YResolution': 182.0, 'ExifVersion': b'0210', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 2000, 'ExifImageHeight': 1545}",Espaces Pubs
programme verso,jpg,2023-04-14 10:07:06,396838,1920,1483,JPEG,1.294672960215779,"{'ResolutionUnit': 2, 'ExifOffset': 102, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 182.0, 'YResolution': 182.0, 'ExifVersion': b'0210', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 2000, 'ExifImageHeight': 1545}",Espaces Pubs
Ecran Assises,jpg,2023-05-16 10:20:44,286059,1920,1061,JPEG,1.8096135721017907,,Espaces Pubs
Ecran2,jpg,2023-07-13 09:21:35,325773,1920,1306,JPEG,1.4701378254211332,,Espaces Pubs
pause familles novembre2022,jpg,2022-11-15 09:14:12,211576,1357,1920,JPEG,0.7067708333333333,"{'ResolutionUnit': 2, 'ExifOffset': 86, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 96.0, 'YResolution': 96.0, 'ExifVersion': b'0231', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 1587, 'ExifImageHeight': 2245, 'UserComment': b'ASCII\x00\x00\x00xr:d:DAEoTimRlKk:324,j:39101318162,t:22102607'}",Espaces Pubs
EcranMairieOR2,jpg,2022-10-20 07:49:47,215190,1920,1080,JPEG,1.7777777777777777,,Espaces Pubs
EcranMairieOR2,jpg,2022-10-20 07:58:18,215190,1920,1080,JPEG,1.7777777777777777,,Espaces Pubs
insta_fdlb,jpg,2022-10-20 08:08:46,955791,1920,1920,JPEG,1.0,"{'ResolutionUnit': 2, 'ExifOffset': 168, 'Software': 'Adobe Photoshop 23.5 (Macintosh)', 'Orientation': 1, 'DateTime': '2022:09:20 16:42:04', 'XResolution': 72.0, 'YResolution': 72.0, 'ColorSpace': 1, 'ExifImageWidth': 1080, 'ExifImageHeight': 1080}",Espaces Pubs
EJP novembre 22 verso,jpg,2022-11-15 11:42:41,453006,1920,1484,JPEG,1.2938005390835579,,Espaces Pubs
EJP novembre 22 recto,jpg,2022-11-15 11:43:01,387387,1920,1488,JPEG,1.2903225806451613,,Espaces Pubs
Infos Jeunes,jpg,2022-10-28 10:31:25,257420,1920,1080,JPEG,1.7777777777777777,,Espaces Pubs
prog nov2022 verso,jpg,2022-11-15 09:09:26,453006,1920,1484,JPEG,1.2938005390835579,,Espaces Pubs
prog nov2022 recto,jpg,2022-11-15 09:09:31,387387,1920,1488,JPEG,1.2903225806451613,,Espaces Pubs
progJanvier EJP2,jpg,2022-12-23 13:08:17,368435,1920,1483,JPEG,1.294672960215779,"{'ResolutionUnit': 2, 'ExifOffset': 102, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 182.0, 'YResolution': 182.0, 'ExifVersion': b'0210', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 2000, 'ExifImageHeight': 1545}",Espaces Pubs
Winter Party EJP 22,jpg,2022-11-25 10:19:30,190114,1920,1362,JPEG,1.4096916299559472,"{'ResolutionUnit': 2, 'ExifOffset': 86, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 300.0, 'YResolution': 300.0, 'ExifVersion': b'0231', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 1748, 'ExifImageHeight': 1240, 'UserComment': b'ASCII\x00\x00\x00xr:d:DAFR6nJLxzM:14,j:42037118056,t:22112414'}",Espaces Pubs
Clubs_PE,jpg,2022-11-15 14:01:34,211634,1920,1080,JPEG,1.7777777777777777,"{'ResolutionUnit': 2, 'ExifOffset': 90, 'Orientation': 1, 'XResolution': 72.0, 'YResolution': 72.0, 'ColorSpace': 1, 'ExifImageWidth': 1600, 'ExifImageHeight': 900}",Espaces Pubs
Effervescences_Ecran22,jpg,2022-11-29 15:29:57,446342,1920,1080,JPEG,1.7777777777777777,"{'ImageWidth': 16000, 'ImageLength': 9000, 'BitsPerSample': (8, 8, 8), 'PhotometricInterpretation': 2, 'ResolutionUnit': 2, 'ExifOffset': 236, 'Software': 'Adobe Photoshop 23.3 (Macintosh)', 'Orientation': 1, 'DateTime': '2022:11:29 16:24:49', 'SamplesPerPixel': 3, 'XResolution': 300.0, 'YResolution': 300.0, 'ExifVersion': b'0231', 'ColorSpace': 1, 'ExifImageWidth': 2362, 'ExifImageHeight': 1329}",Espaces Pubs
Effervescences_Ecran2-22,jpg,2022-11-29 15:30:04,440164,1920,1080,JPEG,1.7777777777777777,"{'ImageWidth': 16000, 'ImageLength': 9000, 'BitsPerSample': (8, 8, 8), 'PhotometricInterpretation': 2, 'ResolutionUnit': 2, 'ExifOffset': 236, 'Software': 'Adobe Photoshop 23.3 (Macintosh)', 'Orientation': 1, 'DateTime': '2022:11:29 16:24:35', 'SamplesPerPixel': 3, 'XResolution': 300.0, 'YResolution': 300.0, 'ExifVersion': b'0231', 'ColorSpace': 1, 'ExifImageWidth': 2362, 'ExifImageHeight': 1329}",Espaces Pubs
Effervescences_Ecran22,jpg,2022-11-29 15:31:40,446342,1920,1080,JPEG,1.7777777777777777,"{'ImageWidth': 16000, 'ImageLength': 9000, 'BitsPerSample': (8, 8, 8), 'PhotometricInterpretation': 2, 'ResolutionUnit': 2, 'ExifOffset': 236, 'Software': 'Adobe Photoshop 23.3 (Macintosh)', 'Orientation': 1, 'DateTime': '2022:11:29 16:24:49', 'SamplesPerPixel': 3, 'XResolution': 300.0, 'YResolution': 300.0, 'ExifVersion': b'0231', 'ColorSpace': 1, 'ExifImageWidth': 2362, 'ExifImageHeight': 1329}",Espaces Pubs
progJanvier EJP1,jpg,2022-12-23 13:08:17,368435,1920,1483,JPEG,1.294672960215779,"{'ResolutionUnit': 2, 'ExifOffset': 102, 'Orientation': 1, 'YCbCrPositioning': 1, 'XResolution': 182.0, 'YResolution': 182.0, 'ExifVersion': b'0210', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'FlashPixVersion': b'0100', 'ColorSpace': 65535, 'ExifImageWidth': 2000, 'ExifImageHeight': 1545}",Espaces Pubs
prog nov2022 verso,jpg,2022-11-15 09:32:14,453006,1920,1484,JPEG,1.2938005390835579,,Programme
prog nov2022 recto,jpg,2022-11-15 09:33:18,387387,1920,1488,JPEG,1.2903225806451613,,Programme
prog nov2022 recto,jpg,2022-11-15 09:38:36,387387,1920,1488,JPEG,1.2903225806451613,,Programme EJP
prog nov2022 verso,jpg,2022-11-15 09:39:01,453006,1920,1484,JPEG,1.2938005390835579,,Programme EJP
EJP novembre 22 verso,jpg,2022-11-15 09:55:37,453006,1920,1484,JPEG,1.2938005390835579,,Programme EJP
EJP novembre 22 recto,jpg,2022-11-15 09:55:43,387387,1920,1488,JPEG,1.2903225806451613,,Programme EJP
20230316_143033,jpg,2023-03-21 11:01:19,585556,1920,1440,JPEG,1.3333333333333333,"{544: 0, 545: 0, 546: 0, 547: 0, 548: 0, 549: '\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00', 'ImageWidth': 4080, 'ImageLength': 3060, 'ImageDescription': '\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00', 'Make': 'samsung\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00', 'Model': 'SM-A136B\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00', 'Orientation': 1, 'YCbCrPositioning': 2, 'XResolution': 72.0, 'YResolution': 72.0, 'ResolutionUnit': 2, 'Software': 'MediaTek Camera Application\x00\x00\x00\x00', 'DateTime': '2023:03:16 14:30:33', 'ExifOffset': 438, 'ExifVersion': b'0220', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'ShutterSpeedValue': 4.321, 'DateTimeOriginal': '2023:03:16 14:30:33', 'DateTimeDigitized': '2023:03:16 14:30:33', 'ApertureValue': 1.8, 'BrightnessValue': 6.2, 'ExposureBiasValue': 0.0, 'MaxApertureValue': 1.69, 'MeteringMode': 2, 'LightSource': 255, 'Flash': 8, 'FocalLength': 4.0, 'ColorSpace': 1, 'ExifImageWidth': 4080, 'SceneCaptureType': 0, 'SubsecTime': '162', 'SubsecTimeOriginal': '162', 'SubsecTimeDigitized': '162', 'ExifImageHeight': 3060, 'ExposureTime': 0.050005, 'ExifInteroperabilityOffset': 1082, 'FNumber': 1.8, 'ExposureProgram': 2, 'ISOSpeedRatings': 640, 'ExposureMode': 0, 'FlashPixVersion': b'0100', 'SensitivityType': 0, 'WhiteBalance': 0, 'RecommendedExposureIndex': 0, 'DigitalZoomRatio': 1.0, 'FocalLengthIn35mmFilm': 27}",Retours en image - EJP
IMG20230313154348,jpg,2023-03-21 11:01:26,419120,1920,1440,JPEG,1.3333333333333333,"{544: 0, 545: 0, 546: 0, 547: 0, 548: 0, 549: '\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00', 'ImageWidth': 4096, 'ImageLength': 3072, 'ImageDescription': '\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00', 'Make': 'OPPO\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00', 'Model': 'OPPO Reno8 5G\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00', 'Orientation': 0, 'YCbCrPositioning': 2, 'XResolution': 72.0, 'YResolution': 72.0, 'GPSInfo': {0: b'\x00\x00\x00\x00', 1: '\x00', 2: (nan, nan, nan), 3: '\x00', 4: (nan, nan, nan), 5: b'\x00', 6: nan, 7: (nan, nan, nan), 27: b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00', 29: '\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00'}, 'ResolutionUnit': 2, 'Software': 'MediaTek Camera Application\x00\x00\x00\x00', 'DateTime': '2023:03:13 15:43:48', 'ExifOffset': 450, 'ExifVersion': b'0220', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'ShutterSpeedValue': 6.629, 'DateTimeOriginal': '2023:03:13 15:43:48', 'DateTimeDigitized': '2023:03:13 15:43:48', 'ApertureValue': 1.69, 'BrightnessValue': 8.0, 'ExposureBiasValue': 0.0, 'MaxApertureValue': 1.69, 'MeteringMode': 2, 'LightSource': 255, 'Flash': 16, 'FocalLength': 5.42, 'UserComment': b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00', 'ColorSpace': 1, 'ExifImageWidth': 4096, 'SubsecTime': '159', 'OffsetTimeOriginal': '+01:00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00', 'SubsecTimeOriginal': '159', 'SubsecTimeDigitized': '159', 'ExifImageHeight': 3072, 'SensingMethod': 0, 'ExposureTime': 0.010009, 'ExifInteroperabilityOffset': 1943, 'FNumber': 1.8, 'ExposureProgram': 0, 'ISOSpeedRatings': 409, 'ExposureMode': 0, 'FlashPixVersion': b'0100', 'SensitivityType': 0, 'WhiteBalance': 0, 'RecommendedExposureIndex': 0, 'DigitalZoomRatio': 1.0, 'FocalLengthIn35mmFilm': 0, 'SceneCaptureType': 0, 'MakerNote': b'{""nightFlag"":""0"",""nightMode"":""0"",""iso"":""0"",""expTime"":""0"",""featuretype"":""3"",""hdrscope"":""0"",""aiDeblur"":""0""}\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00'}",Retours en image - EJP
IMG20230315144759,jpg,2023-03-21 11:01:32,770412,1440,1920,JPEG,0.75,"{2: b'1.0', 'ImageWidth': 3468, 'ImageLength': 4624, 'ResolutionUnit': 2, 'ExifOffset': 208, 'Make': 'OPPO', 'Model': 'OPPO Reno8 Lite 5G', 'Orientation': 1, 'DateTime': '2023:03:15 14:47:59', 'YCbCrPositioning': 1, 'XResolution': 72.0, 'YResolution': 72.0, 'ExifVersion': b'0220', 'InteropIndex': 'R98', 'DateTimeOriginal': '2023:03:15 14:47:59', 'DateTimeDigitized': '2023:03:15 14:47:59', 'ComponentsConfiguration': b'\x01\x02\x03\x00', 'ShutterSpeedValue': 9.322, 'ApertureValue': 1.53, 'BrightnessValue': 5.15, 'ExposureBiasValue': 0.0, 'MaxApertureValue': 1.53, 'MeteringMode': 2, 'Flash': 16, 'FocalLength': 4.71, 'UserComment': b'oplus_32', 'ColorSpace': 1, 'SubsecTime': '925', 'OffsetTimeOriginal': '+01:00', 'SubsecTimeOriginal': '925', 'SubsecTimeDigitized': '925', 'ExifImageWidth': 0, 'ExifImageHeight': 0, 'SensingMethod': 1, 'ExposureTime': 0.0015625, 'FNumber': 1.7, 'SceneType': b'\x01', 'ExposureProgram': 2, 'ISOSpeedRatings': 100, 'ExposureMode': 0, 'FlashPixVersion': b'0100', 'WhiteBalance': 0, 'FocalLengthIn35mmFilm': 27, 'SceneCaptureType': 0, 'MakerNote': b'{""PiFlag"":""1"",""nightFlag"":""0"",""nightMode"": ""0"",""asdOut"": [""0""],""iso"": ""100"",""expTime"": ""0"",""fType"":""2"",""bkMode"":""0"",""aideblur"":""0"",""aisState"":""0""}'}",Retours en image - EJP
